Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    2095/2095        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [169]
                0.00    0.00    2040/3063        appWindow::getWindowHeight() [164]
-----------------------------------------------
                0.05    0.00    2099/2099        TextManager::tickPrint() [37]
[38]     1.0    0.05    0.00    2099         TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [38]
                0.00    0.00  143669/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00    2178/147496      Shader::getID() const [147]
                0.00    0.00    2074/4134        Shader::use() const [161]
-----------------------------------------------
                0.01    0.03  309133/309133      World::render() [26]
[39]     0.8    0.01    0.03  309133         AABB::isOnFrustum(Frustum const&) const [39]
                0.01    0.00 5917790/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.01    0.00  930228/945554      Vec3::operator*(float) const [48]
                0.01    0.00 4036054/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00 4642142/4654401     Vec3::dot(Vec3) const [142]
-----------------------------------------------
                0.00    0.00      22/1675702     World::update() [6]
                0.00    0.00     212/1675702     Chunk::Chunk(int, int, Camera*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >) [36]
                0.00    0.00     325/1675702     std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*>&>(std::pair<Vec2, Chunk*>&) [84]
                0.00    0.00    1025/1675702     std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*> >(std::pair<Vec2, Chunk*>&&) [81]
                0.00    0.00    1419/1675702     std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [78]
                0.00    0.00    1639/1675702     World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00    2035/1675702     void std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >::_M_realloc_insert<std::pair<Vec2, Chunk*> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, std::pair<Vec2, Chunk*>&&) [76]
                0.00    0.00    2877/1675702     World::World() [8]
                0.00    0.00    4830/1675702     void std::__insertion_sort<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [70]
                0.00    0.00   14982/1675702     void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [clone .constprop.0] [68]
                0.00    0.00   16695/1675702     void std::vector<Vec2, std::allocator<Vec2> >::_M_realloc_insert<Vec2 const&>(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, Vec2 const&) [66]
                0.00    0.00   26907/1675702     World::updateChunkBuffers(Vec2) [7]
                0.00    0.00   75581/1675702     World::getPosInRange(Vec2, float, float) [59]
                0.00    0.00  137409/1675702     void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [64]
                0.00    0.00  141731/1675702     void std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >::_M_realloc_insert<std::pair<Vec2, Chunk*> const&>(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, std::pair<Vec2, Chunk*> const&) [63]
                0.00    0.00  142662/1675702     void std::__introsort_loop<__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}> >(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, __gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::getPosInRange(Vec2, float, float)::{lambda(Vec2, Vec2)#1}>) [62]
                0.02    0.00 1105351/1675702     World::render() [26]
[40]     0.6    0.03    0.00 1675702         Vec2::Vec2(Vec2 const&) [40]
-----------------------------------------------
                0.00    0.03  122605/122605      Chunk::draw(Shader*) [35]
[41]     0.5    0.00    0.03  122605         Chunk::generatePosOffsets() [41]
                0.02    0.00  123975/129467      Matrix::Matrix() [43]
                0.01    0.00  133647/150540      Matrix::~Matrix() [50]
                0.00    0.00   30078/8594076     Vec3::Vec3(Vec3 const&) [42]
-----------------------------------------------
                0.00    0.00       2/8594076     Camera::Camera(Vec3) [92]
                0.00    0.00       9/8594076     Camera::rotate(double, double) [93]
                0.00    0.00     123/8594076     Chunk::initChunk() [1]
                0.00    0.00    1262/8594076     Matrix::operator*(Vec3 const&) const [74]
                0.00    0.00    5079/8594076     Camera::getPos() const [82]
                0.00    0.00   12084/8594076     World::render() [26]
                0.00    0.00   16526/8594076     Camera::updateFrustum(bool) [69]
                0.00    0.00   30078/8594076     Chunk::generatePosOffsets() [41]
                0.00    0.00   60407/8594076     Chunk::updateVisibility() [3]
                0.00    0.00  143669/8594076     TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [38]
                0.00    0.00  215896/8594076     Chunk::setVisibilityByNeighbors(int, int, int) [5]
                0.00    0.00  336281/8594076     void std::vector<Vec3, std::allocator<Vec3> >::_M_realloc_insert<Vec3>(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3&&) [45]
                0.00    0.00 1854870/8594076     Camera::getFrustum() const [44]
                0.01    0.00 5917790/8594076     AABB::isOnFrustum(Frustum const&) const [39]
[42]     0.4    0.02    0.00 8594076         Vec3::Vec3(Vec3 const&) [42]
-----------------------------------------------
                0.00    0.00       1/129467      Camera::Camera(Vec3) [92]
                0.00    0.00    5491/129467      Matrix::createRotationMatrix(Matrix::RotationDirection, float) [65]
                0.02    0.00  123975/129467      Chunk::generatePosOffsets() [41]
[43]     0.4    0.02    0.00  129467         Matrix::Matrix() [43]
-----------------------------------------------
                0.01    0.00  307673/307673      World::render() [26]
[44]     0.3    0.01    0.00  307673         Camera::getFrustum() const [44]
                0.00    0.00 1854870/8594076     Vec3::Vec3(Vec3 const&) [42]
-----------------------------------------------
                0.00    0.00    1061/224042      Chunk::updateVisibility() [3]
                0.01    0.00  222981/224042      Chunk::setVisibilityByNeighbors(int, int, int) [5]
[45]     0.2    0.01    0.00  224042         void std::vector<Vec3, std::allocator<Vec3> >::_M_realloc_insert<Vec3>(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3&&) [45]
                0.00    0.00  336281/8594076     Vec3::Vec3(Vec3 const&) [42]
-----------------------------------------------
                0.00    0.00  946127/1959485     Chunk::setVisibilityByNeighbors(int, int, int) [5]
                0.01    0.00 1013358/1959485     Chunk::initChunk() [1]
[46]     0.2    0.01    0.00 1959485         Vec3::operator==(Vec3 const&) const [46]
-----------------------------------------------
                0.01    0.00 1048576/1048576     Texture::Texture(float) [12]
[47]     0.2    0.01    0.00 1048576         std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_invoke(std::_Any_data const&, float&&, float&&) [47]
-----------------------------------------------
                0.00    0.00     178/945554      Chunk::initChunk() [1]
                0.00    0.00     286/945554      Camera::move(bool, bool, bool, bool, float) [72]
                0.00    0.00    1198/945554      Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    1241/945554      Matrix::vectorMult(Vec3) const [75]
                0.00    0.00   12423/945554      Camera::updateFrustum(bool) [69]
                0.01    0.00  930228/945554      AABB::isOnFrustum(Frustum const&) const [39]
[48]     0.2    0.01    0.00  945554         Vec3::operator*(float) const [48]
-----------------------------------------------
                0.01    0.00  238301/238301      Chunk::setVisibilityByNeighbors(int, int, int) [5]
[49]     0.2    0.01    0.00  238301         void std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > >::_M_realloc_insert<std::pair<float, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > > >, std::pair<float, unsigned int>&&) [49]
-----------------------------------------------
                0.00    0.00       1/150540      World::~World() [34]
                0.00    0.00       1/150540      World::World() [8]
                0.00    0.00       1/150540      TextManager::init() [90]
                0.00    0.00     227/150540      Camera::move(bool, bool, bool, bool, float) [72]
